AD NAME,"SENTIENT REVIEW LINK
(catcher page)",ID,Expires,Payout,ad_code,width,height,homepage?,video_page?,other_pages?,is_text_ad,,,,,,
Exclusive RockinRinger,http://ad.jamster.com/landingpages/campaigns/int_o_flow/blue_3cat/?adv_partner=0010&partner_var=159,3375,1/1/09,$13.00,"<a href='http://x.azjmp.com/1GsV9'><img src='http://images.imgehost.com/3375/banners/11022006/b2_160x600_3375.jpg' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1GsVC"" height=""1"" width=""1""></div>",160,600,no,no,mess_board_right,no,,,,,,
Exclusive RockinRinger,http://ad.jamster.com/landingpages/campaigns/int_o_flow/blue_3cat/?adv_partner=0010&partner_var=159,3375,1/1/09,$13.00,"<a href='http://x.azjmp.com/1GsVK'><img src='http://images.imgehost.com/1885/banners/08022007/160x600hockey2.gif.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1GsVM"" height=""1"" width=""1""></div>",160,600,no,no,mess_board_right,no,,,,,,
Exclusive RockinRinger,http://ad.jamster.com/landingpages/campaigns/int_o_flow/blue_3cat/?adv_partner=0010&partner_var=159,3375,1/1/09,$13.00,"<a href='http://x.azjmp.com/1GsVP'><img src='http://images.imgehost.com/1885/banners/05142007/300x250_paris.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1GsVR"" height=""1"" width=""1""></div>",300,250,yes,yes,mess_board_bottom,no,,,,,,
Exclusive RockinRinger,http://ad.jamster.com/landingpages/campaigns/int_o_flow/blue_3cat/?adv_partner=0010&partner_var=159,3375,1/1/09,$13.00,"<a href='http://x.azjmp.com/1GscC'><img src='http://images.imgehost.com/1885/banners/12202006/300x250_surgery.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1GscF"" height=""1"" width=""1""></div>",300,250,yes,yes,mess_board_bottom,no,,,,,,
Exclusive RockinRinger,http://ad.jamster.com/landingpages/campaigns/int_o_flow/blue_3cat/?adv_partner=0010&partner_var=159,3375,1/1/09,$13.00,"<a href='http://x.azjmp.com/1GscT'><img src='http://images.imgehost.com/3375/banners/11022006/300x250_3375.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1GscW"" height=""1"" width=""1""></div>",300,250,yes,yes,mess_board_bottom,no,,,,,,
Exclusive RockinRinger,http://ad.jamster.com/landingpages/campaigns/int_o_flow/blue_3cat/?adv_partner=0010&partner_var=159,3375,1/1/09,$13.00,"<a href='http://x.azjmp.com/1Gscd'><img src='http://images.imgehost.com/1885/banners/05302007/300x250_dunk.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1Gscg"" height=""1"" width=""1""></div>",300,250,yes,yes,mess_board_bottom,no,,,,,,
Exclusive RockinRinger,http://ad.jamster.com/landingpages/campaigns/int_o_flow/blue_3cat/?adv_partner=0010&partner_var=159,3375,1/1/09,$13.00,"<a href='http://x.azjmp.com/1Gscn'><img src='http://images.imgehost.com/3375/banners/01222007/720x300_pool.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1Gscq"" height=""1"" width=""1""></div>",720,300,no,no,mess_board_bottom,no,,,,,,
GameVance Download - Incentivized ,http://landing.gamevance.com/member_hardware_software_requirements.php,4779,6/15/08,$1.35,"<a href='http://x.azjmp.com/1Grz5'><img src='http://images.imgehost.com/4779/banners/08172007/GV_skytech120.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1Grz7"" height=""1"" width=""1""></div>",120,600,no,no,mess_board_right,no,,,,,,
GameVance Download - Incentivized ,http://landing.gamevance.com/member_hardware_software_requirements.php,4779,6/15/08,$1.35,"<a href='http://x.azjmp.com/1GrzF'><img src='http://images.imgehost.com/4779/banners/08172007/GV_skytech160.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1GrzH"" height=""1"" width=""1""></div>",160,600,no,no,mess_board_right,no,,,,,,
GameVance Download - Incentivized ,http://landing.gamevance.com/member_hardware_software_requirements.php,4779,6/15/08,$1.35,"<a href='http://x.azjmp.com/1Grzz'><img src='http://images.imgehost.com/4779/banners/08172007/GV_boxtech1.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1Gs01"" height=""1"" width=""1""></div>",300,250,yes,yes,mess_board_bottom,no,,,,,,
Gevalia,http://www.joingevalia.com/promo/Gev0711/promo1683.htm?keycode=115291&&affiliate_id-sub_id=35435&,5650,11/29/08,$14.50,"<a href='http://x.azjmp.com/1Gs2W'><img src='http://images1.azoogleads.com/ssa/5650_banners/130797.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1Gs2Y"" height=""1"" width=""1""></div>",120,60,no,no,mess_board_right bottom,no,,,,,,
Gevalia,http://www.joingevalia.com/promo/Gev0711/promo1683.htm?keycode=115291&&affiliate_id-sub_id=35435&,5650,11/29/08,$14.50,"<a href='http://x.azjmp.com/1Gs2b'><img src='http://images1.azoogleads.com/ssa/5650_banners/130796.jpg' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1Gs2d"" height=""1"" width=""1""></div>",120,600,no,no,mess_board_right,no,,,,,,
Gevalia,http://www.joingevalia.com/promo/Gev0711/promo1683.htm?keycode=115291&&affiliate_id-sub_id=35435&,5650,11/29/08,$14.50,"<a href='http://x.azjmp.com/1Gs3M'><img src='http://images1.azoogleads.com/ssa/5650_banners/130801.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1Gs3P"" height=""1"" width=""1""></div>",300,250,yes,yes,mess_board_bottom,no,,,,,,
Gevalia,http://www.joingevalia.com/promo/Gev0711/promo1683.htm?keycode=115291&&affiliate_id-sub_id=35435&,5650,11/29/08,$14.50,"<a href='http://x.azjmp.com/1Gs3T'><img src='http://images1.azoogleads.com/ssa/5650_banners/130806.jpg' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1Gs3W"" height=""1"" width=""1""></div>",720,300,no,no,mess_board_bottom,no,,,,,,
iLearn 101,http://www.ilearn101.com/zipSearch.htm?sourceId=AZGL&nopop=1&publisherSubId=&publisherId=35435,4736,6/12/08,$24.25,"<a href='http://x.azjmp.com/1Gs5j'><img src='http://images.imgehost.com/4736/banners/09102007/120LinkList_BAK.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1Gs5l"" height=""1"" width=""1""></div>",120,600,no,no,mess_board_right,no,,,,,,
iLearn 101,http://www.ilearn101.com/zipSearch.htm?sourceId=AZGL&nopop=1&publisherSubId=&publisherId=35435,4736,6/12/08,$24.25,"<a href='http://x.azjmp.com/1Gs5x'><img src='http://images.imgehost.com/4736/banners/09102007/160LinkList_BAK.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1Gs5z"" height=""1"" width=""1""></div>",160,600,no,no,mess_board_right,no,,,,,,
iLearn 101,http://www.ilearn101.com/zipSearch.htm?sourceId=AZGL&nopop=1&publisherSubId=&publisherId=35435,4736,6/12/08,$24.25,"<a href='http://x.azjmp.com/1Gs67'><img src='http://images.imgehost.com/4736/banners/09102007/300LinkList_BAK.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1Gs69"" height=""1"" width=""1""></div>",300,250,yes,yes,mess_board_bottom,no,,,,,,
iLearn 101,http://www.ilearn101.com/zipSearch.htm?sourceId=AZGL&nopop=1&publisherSubId=&publisherId=35435,4736,6/12/08,$24.25,"<object classid=""clsid:D27CDB6E-AE6D-11cf-96B8-444553540000"" codebase=""http://download.macromedia.com/pub/shockwave/cabs/flash/swflash.cab#version=6"" width=""300"" height=""250"">
<param name=""movie"" value=""http://i.1100i.com/4736/flash/06252007/300x250newJT.swf"" />
<param name=""quality"" value=""high"" />
<param name=""flashvars"" value=""clickTAG=http://x.azjmp.com/1Gs8P"" />
<embed src=""http://i.1100i.com/4736/flash/06252007/300x250newJT.swf?clickTAG=http://x.azjmp.com/1Gs8P"" quality=""high"" pluginspage=""http://www.macromedia.com/go/getflashplayer"" type=""application/x-shockwave-flash"" width=""300"" height=""250""></embed>
</object><img src=""http://i.azjmp.com/1Gs8R"" height=""1"" width=""1"">",300,250,yes,yes,mess_board_bottom,no,,,,,,
iLearn 101,http://www.ilearn101.com/zipSearch.htm?sourceId=AZGL&nopop=1&publisherSubId=&publisherId=35435,4736,6/12/08,$24.25,"<object classid=""clsid:D27CDB6E-AE6D-11cf-96B8-444553540000"" codebase=""http://download.macromedia.com/pub/shockwave/cabs/flash/swflash.cab#version=6"" width=""720"" height=""300"">
<param name=""movie"" value=""http://i.1100i.com/4736/flash/06252007/720x300JT.swf"" />
<param name=""quality"" value=""high"" />
<param name=""flashvars"" value=""clickTAG=http://x.azjmp.com/1Gs87"" />
<embed src=""http://i.1100i.com/4736/flash/06252007/720x300JT.swf?clickTAG=http://x.azjmp.com/1Gs87"" quality=""high"" pluginspage=""http://www.macromedia.com/go/getflashplayer"" type=""application/x-shockwave-flash"" width=""720"" height=""300""></embed>
</object><img src=""http://i.azjmp.com/1Gs89"" height=""1"" width=""1"">",720,300,no,no,mess_board_bottom,no,,,,,,
IMVU,http://www.imvu.com/catalog/web_landing.php?p=az1&c=an2,5233,10/15/10,$0.55,"<a href='http://x.azjmp.com/1GsBj'><img src='http://images1.azoogleads.com/ssa/5233_banners/117235.jpg' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1GsBl"" height=""1"" width=""1""></div>",120,600,no,no,mess_board_right,no,,,,,,
IMVU,http://www.imvu.com/catalog/web_landing.php?p=az1&c=an2,5233,10/15/10,$0.55,"<a href='http://x.azjmp.com/1GsBv'><img src='http://images1.azoogleads.com/ssa/5233_banners/117237.jpg' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1GsBx"" height=""1"" width=""1""></div>",160,600,no,no,mess_board_right,no,,,,,,
IMVU,http://www.imvu.com/catalog/web_landing.php?p=az1&c=an2,5233,10/15/10,$0.55,"<a href='http://x.azjmp.com/1GsCW'><img src='http://images1.azoogleads.com/ssa/5233_banners/117239.jpg' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1GsCY"" height=""1"" width=""1""></div>",300,250,yes,yes,mess_board_bottom,no,,,,,,
IMVU,http://www.imvu.com/catalog/web_landing.php?p=az1&c=an2,5233,10/15/10,$0.55,"<object classid=""clsid:D27CDB6E-AE6D-11cf-96B8-444553540000"" codebase=""http://download.macromedia.com/pub/shockwave/cabs/flash/swflash.cab#version="" width=""300"" height=""250"">
<param name=""movie"" value=""http://images1.azoogleads.com/ssa/5233_banners/117268.swf"" />
<param name=""quality"" value=""high"" />
<param name=""flashvars"" value=""clickTAG=http://x.azjmp.com/1GsFF"" />
<embed src=""http://images1.azoogleads.com/ssa/5233_banners/117268.swf?clickTAG=http://x.azjmp.com/1GsFF"" quality=""high"" pluginspage=""http://www.macromedia.com/go/getflashplayer"" type=""application/x-shockwave-flash"" width=""300"" height=""250""></embed>
</object><img src=""http://i.azjmp.com/1GsFH"" height=""1"" width=""1"">",300,250,yes,yes,mess_board_bottom,no,,,,,,
iPhone email submit (random landing pages),http://www.snappy-music.com/,5351,11/8/08,$0.75,"<a href='http://x.azjmp.com/1GsFb'><img src='http://images1.azoogleads.com/ssa/5351_banners/120x600iphone.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1GsFd"" height=""1"" width=""1""></div>",120,600,no,no,mess_board_right,no,,,,,,
Jamster Ring Tones,http://ad.jamster.com/landingpages/campaigns/int_o_flow/blue_3cat/?adv_partner=0010&partner_var=159,2940,6/7/09,$9.70,"<a href='http://x.azjmp.com/1GsLF'><img src='http://images.imgehost.com/2940/banners/10022006/jibbs_120x600_alt.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1GsLH"" height=""1"" width=""1""></div>",120,600,no,no,mess_board_right,no,,,,,,
Jamster Ring Tones,http://ad.jamster.com/landingpages/campaigns/int_o_flow/blue_3cat/?adv_partner=0010&partner_var=159,2940,6/7/09,$9.70,"<a href='http://x.azjmp.com/1GsLT'><img src='http://images.imgehost.com/2940/banners/10112007//brown_160x600_alt.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1GsLW"" height=""1"" width=""1""></div>",160,600,no,no,mess_board_right,no,,,,,,
Jamster Ring Tones,http://ad.jamster.com/landingpages/campaigns/int_o_flow/blue_3cat/?adv_partner=0010&partner_var=159,2940,6/7/09,$9.70,"<a href='http://x.azjmp.com/1GsQH'><img src='http://images.imgehost.com/2940/banners/10022006/jibbs_300x250_alt.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1GsQK"" height=""1"" width=""1""></div>",300,250,yes,yes,mess_board_bottom,no,,,,,,
Jamster Ring Tones,http://ad.jamster.com/landingpages/campaigns/int_o_flow/blue_3cat/?adv_partner=0010&partner_var=159,2940,6/7/09,$9.70,"<object classid=""clsid:D27CDB6E-AE6D-11cf-96B8-444553540000"" codebase=""http://download.macromedia.com/pub/shockwave/cabs/flash/swflash.cab#version=7"" width=""300"" height=""250"">
<param name=""movie"" value=""http://i.1100i.com/2940/flash/10112007/50cent_300x250.swf"" />
<param name=""quality"" value=""high"" />
<param name=""flashvars"" value=""clickTAG=http://x.azjmp.com/1GsTY"" />
<embed src=""http://i.1100i.com/2940/flash/10112007/50cent_300x250.swf?clickTAG=http://x.azjmp.com/1GsTY"" quality=""high"" pluginspage=""http://www.macromedia.com/go/getflashplayer"" type=""application/x-shockwave-flash"" width=""300"" height=""250""></embed>
</object><img src=""http://i.azjmp.com/1GsTb"" height",300,250,yes,yes,mess_board_bottom,no,,,,,,
Jamster Ring Tones,http://ad.jamster.com/landingpages/campaigns/int_o_flow/blue_3cat/?adv_partner=0010&partner_var=159,2940,6/7/09,$9.70,"<a href='http://x.azjmp.com/1GsQR'><img src='http://images.imgehost.com/2940/banners/10022006/jibbs_720x300_alt.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1GsQT"" height=""1"" width=""1""></div>",720,300,no,no,mess_board_bottom,no,,,,,,
Jamster Ring Tones,http://ad.jamster.com/landingpages/campaigns/int_o_flow/blue_3cat/?adv_partner=0010&partner_var=159,2940,6/7/09,$9.70,"<object classid=""clsid:D27CDB6E-AE6D-11cf-96B8-444553540000"" codebase=""http://download.macromedia.com/pub/shockwave/cabs/flash/swflash.cab#version=6,0,29,0"" width=""720"" height=""300"">
  <param name=""movie"" value=""http://i.1100i.com/2940/flash/10102006/yung_joc_720x300.swf?clickTAG=http://x.azjmp.com/1GsQY"">
  <param name=""quality"" value=""high"">
  <param name=""bgcolor"" value=""#FFFFFF"">
  <param name=""flashvars"" value=""clickTAG=http://x.azjmp.com/1GsQY"">
  <embed src=""http://i.1100i.com/2940/flash/10102006/yung_joc_720x300.swf?clickTAG=http://x.azjmp.com/1GsQY"" quality=""high"" pluginspage=""http://www.macromedia.com/shockwave/download/index.cgi?P1_Prod_Version=ShockwaveFlash"" type=""application/x-shockwave-flash"" width=""720"" height=""300""></embed>
  <img src=""http://i.azjmp.com/1GsQb"" height=""1"" width=""1""> 
</object>",720,300,no,no,mess_board_bottom,no,,,,,,
KiWee,http://www.kiwee.com/platform/tb/egreetings.pd?c=EGMED07311&nsrc=az2&click_hash=21J9ZE8,5531,11/28/08,$2.20,"<a href='http://x.azjmp.com/1Gsf9'><img src='http://images1.azoogleads.com/ssa/5531_banners/245363.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1GsfC"" height=""1"" width=""1""></div>",120,60,no,no,mess_board_right bottom,no,,,,,,
KiWee,http://www.kiwee.com/platform/tb/egreetings.pd?c=EGMED07311&nsrc=az2&click_hash=21J9ZE8,5531,11/28/08,$2.20,"<a href='http://x.azjmp.com/1GsfH'><img src='http://images1.azoogleads.com/ssa/5531_banners/245344.jpg' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1GsfK"" height=""1"" width=""1""></div>",120,60,no,no,mess_board_right bottom,no,,,,,,
KiWee,http://www.kiwee.com/platform/tb/egreetings.pd?c=EGMED07311&nsrc=az2&click_hash=21J9ZE8,5531,11/28/08,$2.20,"<a href='http://x.azjmp.com/1GshT'><img src='http://images1.azoogleads.com/ssa/5531_banners/118186.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1GshW"" height=""1"" width=""1""></div>",120,600,no,no,mess_board_right,no,,,,,,
KiWee,http://www.kiwee.com/platform/tb/egreetings.pd?c=EGMED07311&nsrc=az2&click_hash=21J9ZE8,5531,11/28/08,$2.20,"<a href='http://x.azjmp.com/1Gshx'><img src='http://images1.azoogleads.com/ssa/5531_banners/118163.jpg' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1Gshz"" height=""1"" width=""1""></div>",160,600,no,no,mess_board_right,no,,,,,,
KiWee,http://www.kiwee.com/platform/tb/egreetings.pd?c=EGMED07311&nsrc=az2&click_hash=21J9ZE8,5531,11/28/08,$2.20,"<object classid=""clsid:D27CDB6E-AE6D-11cf-96B8-444553540000"" codebase=""http://download.macromedia.com/pub/shockwave/cabs/flash/swflash.cab#version="" width=""300"" height=""250"">
<param name=""movie"" value=""http://images1.azoogleads.com/ssa/5531_banners/118194.swf"" />
<param name=""quality"" value=""high"" />
<param name=""flashvars"" value=""clickTAG=http://x.azjmp.com/1Gshq"" />
<embed src=""http://images1.azoogleads.com/ssa/5531_banners/118194.swf?clickTAG=http://x.azjmp.com/1Gshq"" quality=""high"" pluginspage=""http://www.macromedia.com/go/getflashplayer"" type=""application/x-shockwave-flash"" width=""300"" height=""250""></embed>
</object><img src=""http://i.azjmp.com/1Gshs"" height=""1"" width=""1"">",300,250,yes,yes,mess_board_bottom,no,,,,,,
KiWee,http://www.kiwee.com/platform/tb/egreetings.pd?c=EGMED07311&nsrc=az2&click_hash=21J9ZE8,5531,11/28/08,$2.20,"<a href='http://x.azjmp.com/1Gsj1'><img src='http://images1.azoogleads.com/ssa/5531_banners/118193.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1Gsj3"" height=""1"" width=""1""></div>",300,250,yes,yes,mess_board_bottom,no,,,,,,
KiWee,http://www.kiwee.com/platform/tb/egreetings.pd?c=EGMED07311&nsrc=az2&click_hash=21J9ZE8,5531,11/28/08,$2.20,"<object classid=""clsid:D27CDB6E-AE6D-11cf-96B8-444553540000"" codebase=""http://download.macromedia.com/pub/shockwave/cabs/flash/swflash.cab#version="" width=""720"" height=""300"">
<param name=""movie"" value=""http://images1.azoogleads.com/ssa/5531_banners/118181.swf"" />
<param name=""quality"" value=""high"" />
<param name=""flashvars"" value=""clickTAG=http://x.azjmp.com/1Gshl"" />
<embed src=""http://images1.azoogleads.com/ssa/5531_banners/118181.swf?clickTAG=http://x.azjmp.com/1Gshl"" quality=""high"" pluginspage=""http://www.macromedia.com/go/getflashplayer"" type=""application/x-shockwave-flash"" width=""720"" height=""300""></embed>
</object><img src=""http://i.azjmp.com/1Gshn"" height=""1"" width=""1"">",720,300,no,no,mess_board_bottom,no,,,,,,
Lingo Internet Broadband Phone Service - Chatterbox Plan,http://online.lingo.com/lingo/07/landing/default3b.htm?PID=35435&ProspectID=BC766C4A02F14828BEA593442ACA5C69,5970,4/30/09,$95.00,"<a href='http://x.azjmp.com/1Gsjs'><img src='http://images1.azoogleads.com/ssa/5970_banners/246698.jpg' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1Gsjv"" height=""1"" width=""1""></div>",120,60,no,no,mess_board_right bottom,no,,,,,,
Lingo Internet Broadband Phone Service - Chatterbox Plan,http://online.lingo.com/lingo/07/landing/default3b.htm?PID=35435&ProspectID=BC766C4A02F14828BEA593442ACA5C69,5970,4/30/09,$95.00,"<a href='http://x.azjmp.com/1Gsjx'><img src='http://images1.azoogleads.com/ssa/5970_banners/246695.jpg' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1Gsjz"" height=""1"" width=""1""></div>",120,60,no,no,mess_board_right bottom,no,,,,,,
Lingo Internet Broadband Phone Service - Chatterbox Plan,http://online.lingo.com/lingo/07/landing/default3b.htm?PID=35435&ProspectID=BC766C4A02F14828BEA593442ACA5C69,5970,4/30/09,$95.00,"<a href='http://x.azjmp.com/1Gsk1'><img src='http://images1.azoogleads.com/ssa/5970_banners/246674.jpg' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1Gsk3"" height=""1"" width=""1""></div>",120,600,no,no,mess_board_right,no,,,,,,
Lingo Internet Broadband Phone Service - Chatterbox Plan,http://online.lingo.com/lingo/07/landing/default3b.htm?PID=35435&ProspectID=BC766C4A02F14828BEA593442ACA5C69,5970,4/30/09,$95.00,"<a href='http://x.azjmp.com/1Gsk5'><img src='http://images1.azoogleads.com/ssa/5970_banners/246707.jpg' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1Gsk7"" height=""1"" width=""1""></div>",160,600,no,no,mess_board_right,no,,,,,,
Lingo Internet Broadband Phone Service - Chatterbox Plan,http://online.lingo.com/lingo/07/landing/default3b.htm?PID=35435&ProspectID=BC766C4A02F14828BEA593442ACA5C69,5970,4/30/09,$95.00,"<a href='http://x.azjmp.com/1Gsk9'><img src='http://images1.azoogleads.com/ssa/5970_banners/246682.jpg' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1GskC"" height=""1"" width=""1""></div>",300,250,yes,yes,mess_board_bottom,no,,,,,,
Lingo Internet Broadband Phone Service - Chatterbox Plan,http://online.lingo.com/lingo/07/landing/default3b.htm?PID=35435&ProspectID=BC766C4A02F14828BEA593442ACA5C69,5970,4/30/09,$95.00,"<a href='http://x.azjmp.com/1Gskl'><img src='http://images1.azoogleads.com/ssa/5970_banners/246703.jpg' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1Gskn"" height=""1"" width=""1""></div>",300,250,yes,yes,mess_board_bottom,no,,,,,,
Lingo Internet Broadband Phone Service - Chatterbox Plan,http://online.lingo.com/lingo/07/landing/default3b.htm?PID=35435&ProspectID=BC766C4A02F14828BEA593442ACA5C69,5970,4/30/09,$95.00,"<a href='http://x.azjmp.com/1GskP'><img src='http://images1.azoogleads.com/ssa/5970_banners/246710.jpg' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1GskR"" height=""1"" width=""1""></div>",720,300,no,no,mess_board_bottom,no,,,,,,
Mixaloo | Digital Mix Tapes | US Only ,http://www.mixaloo.com/small_landing_1.php?c=18&aff=35435,5751,12/6/08,$0.75,"<a href='http://x.azjmp.com/1GslF'><img src='http://images1.azoogleads.com/ssa/5751_banners/127823.jpg' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1GslH"" height=""1"" width=""1""></div>",160,600,no,no,mess_board_right,no,,,,,,
Mixaloo | Digital Mix Tapes | US Only ,http://www.mixaloo.com/small_landing_1.php?c=18&aff=35435,5751,12/6/08,$0.75,"<object classid=""clsid:D27CDB6E-AE6D-11cf-96B8-444553540000"" codebase=""http://download.macromedia.com/pub/shockwave/cabs/flash/swflash.cab#version="" width=""160"" height=""600"">
<param name=""movie"" value=""http://images1.azoogleads.com/ssa/5751_banners/127824.swf"" />
<param name=""quality"" value=""high"" />
<param name=""flashvars"" value=""clickTAG=http://x.azjmp.com/1Gsls"" />
<embed src=""http://images1.azoogleads.com/ssa/5751_banners/127824.swf?clickTAG=http://x.azjmp.com/1Gsls"" quality=""high"" pluginspage=""http://www.macromedia.com/go/getflashplayer"" type=""application/x-shockwave-flash"" width=""160"" height=""600""></embed>
</object><img src=""http://i.azjmp.com/1Gslv"" height=""1"" width=""1"">",160,600,no,no,mess_board_right,no,,,,,,
Mixaloo | Digital Mix Tapes | US Only ,http://www.mixaloo.com/small_landing_1.php?c=18&aff=35435,5751,12/6/08,$0.75,"<a href='http://x.azjmp.com/1GslW'><img src='http://images1.azoogleads.com/ssa/5751_banners/127827.jpg' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1GslY"" height=""1"" width=""1""></div>",300,250,yes,yes,mess_board_bottom,no,,,,,,
Mixaloo | Digital Mix Tapes | US Only ,http://www.mixaloo.com/small_landing_1.php?c=18&aff=35435,5751,12/6/08,$0.75,"<object classid=""clsid:D27CDB6E-AE6D-11cf-96B8-444553540000"" codebase=""http://download.macromedia.com/pub/shockwave/cabs/flash/swflash.cab#version="" width=""300"" height=""250"">
<param name=""movie"" value=""http://images1.azoogleads.com/ssa/5751_banners/127828.swf"" />
<param name=""quality"" value=""high"" />
<param name=""flashvars"" value=""clickTAG=http://x.azjmp.com/1Gslg"" />
<embed src=""http://images1.azoogleads.com/ssa/5751_banners/127828.swf?clickTAG=http://x.azjmp.com/1Gslg"" quality=""high"" pluginspage=""http://www.macromedia.com/go/getflashplayer"" type=""application/x-shockwave-flash"" width=""300"" height=""250""></embed>
</object><img src=""http://i.azjmp.com/1Gslj"" height=""1"" width=""1"">",300,250,yes,yes,mess_board_bottom,no,,,,,,
Monster.com FastWeb - Free Scholarship for School (Web) ,http://www.fastweb.com/fastweb/register/start?ref=azoogle_ban-1f--,3846,1/31/09,$2.90,"<a href='http://x.azjmp.com/1Gsmg'><img src='http://images.imgehost.com/3846/banners/02262007/gradpic_120x600_25k_3L.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1Gsmj"" height=""1"" width=""1""></div>",120,600,no,no,mess_board_right,no,,,,,,
Monster.com FastWeb - Free Scholarship for School (Web) ,http://www.fastweb.com/fastweb/register/start?ref=azoogle_ban-1f--,3846,1/31/09,$2.90,"<a href='http://x.azjmp.com/1Gsms'><img src='http://images.imgehost.com/3846/banners/02262007/life_120x600_30K.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1Gsmv"" height=""1"" width=""1""></div>",120,600,no,no,mess_board_right,no,,,,,,
Monster.com FastWeb - Free Scholarship for School (Web) ,http://www.fastweb.com/fastweb/register/start?ref=azoogle_ban-1f--,3846,1/31/09,$2.90,"<object classid=""clsid:D27CDB6E-AE6D-11cf-96B8-444553540000"" codebase=""http://download.macromedia.com/pub/shockwave/cabs/flash/swflash.cab#version=6"" width=""120"" height=""600"">
<param name=""movie"" value=""http://i.1100i.com/3846/flash/02262007/gradpic_120x600_20k_3L.swf"" />
<param name=""quality"" value=""high"" />
<param name=""flashvars"" value=""clickTAG=http://x.azjmp.com/1GsqY"" />
<embed src=""http://i.1100i.com/3846/flash/02262007/gradpic_120x600_20k_3L.swf?clickTAG=http://x.azjmp.com/1GsqY"" quality=""high"" pluginspage=""http://www.macromedia.com/go/getflashplayer"" type=""application/x-shockwave-flash"" width=""120"" height=""600""></embed>
</object><img src=""http://i.azjmp.com/1Gsqb"" height=""1"" width=""1"">",120,600,no,no,mess_board_right,no,,,,,,
